[ DEBUG ][ 2022-06-13 10:51:03,460 ][ utils ] ==> (1.171) 
            SELECT c.relname,
            CASE WHEN c.relispartition THEN 'p' WHEN c.relkind IN ('m', 'v') THEN 'v' ELSE 't' END
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None
[ DEBUG ][ 2022-06-13 10:52:06,937 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'ZDQ0OTFjODhiNmU5YjVkODU0OTFjYWQyMGZhZTk0ZTU0Yzg1YjY5Yjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjA2Ljc4ODY5NyJ9', "expire_date" = '2022-06-27T10:52:06.934681'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('ZDQ0OTFjODhiNmU5YjVkODU0OTFjYWQyMGZhZTk0ZTU0Yzg1YjY5Yjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjA2Ljc4ODY5NyJ9', datetime.datetime(2022, 6, 27, 10, 52, 6, 934681), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:06,999 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:52:06.987783'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 52, 6, 987783), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:07,001 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:07,353 ][ utils ] ==> (0.348) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/jsi18n/', '2022-06-13T10:52:07.004217'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/jsi18n/', datetime.datetime(2022, 6, 13, 10, 52, 7, 4217), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 10:52:07,359 ][ utils ] ==> (0.002) UPDATE "django_session" SET "session_data" = 'ODU4MzU3ZmI2N2ZlMjdlMTUyMTFlMWNiOTg3MjA3ODk2ZWRiZDA4Mjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjA3LjAwMjM1MiJ9', "expire_date" = '2022-06-27T10:52:07.354815'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('ODU4MzU3ZmI2N2ZlMjdlMTUyMTFlMWNiOTg3MjA3ODk2ZWRiZDA4Mjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjA3LjAwMjM1MiJ9', datetime.datetime(2022, 6, 27, 10, 52, 7, 354815), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:10,651 ][ utils ] ==> (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:52:10.634678'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 52, 10, 634678), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:10,653 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,655 ][ utils ] ==> (0.001) SELECT "start_form_montant"."id", "start_form_montant"."compagnie_id", "start_form_montant"."depart_id", "start_form_montant"."destination_id", "start_form_montant"."prix" FROM "start_form_montant" WHERE "start_form_montant"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 10:52:10,684 ][ utils ] ==> (0.002) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:52:10,687 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,689 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,692 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:10,694 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,696 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,707 ][ utils ] ==> (0.001) DECLARE "_django_curs_139921310349056_sync_13" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie"; args=()
[ DEBUG ][ 2022-06-13 10:52:10,717 ][ utils ] ==> (0.001) DECLARE "_django_curs_139921310349056_sync_14" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence"; args=()
[ DEBUG ][ 2022-06-13 10:52:10,721 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,722 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,724 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,727 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,729 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,730 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,732 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,733 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 10:52:10,735 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,736 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:10,738 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,739 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,742 ][ utils ] ==> (0.002) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,744 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,745 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,747 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,750 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,753 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,755 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,756 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:52:10,765 ][ utils ] ==> (0.000) DECLARE "_django_curs_139921310349056_sync_15" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence"; args=()
[ DEBUG ][ 2022-06-13 10:52:10,766 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,768 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,769 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,771 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,773 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,774 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,778 ][ utils ] ==> (0.002) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,780 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 10:52:10,781 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,783 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:10,784 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,786 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,787 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:10,788 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,790 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,793 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:10,795 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,797 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,799 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:10,803 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:52:11,011 ][ utils ] ==> (0.190) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/start_form/montant/4/change/', '2022-06-13T10:52:10.821452'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/start_form/montant/4/change/', datetime.datetime(2022, 6, 13, 10, 52, 10, 821452), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 10:52:11,017 ][ utils ] ==> (0.003) UPDATE "django_session" SET "session_data" = 'MWEyYzI4MmZiYzE2OGJiMWIyMDRlYzMzMjI5M2ZjMTJkMjMxMmMxMzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjEwLjY1MzQyNiJ9', "expire_date" = '2022-06-27T10:52:11.012573'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('MWEyYzI4MmZiYzE2OGJiMWIyMDRlYzMzMjI5M2ZjMTJkMjMxMmMxMzp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjEwLjY1MzQyNiJ9', datetime.datetime(2022, 6, 27, 10, 52, 11, 12573), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:11,248 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:52:11.234155'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 52, 11, 234155), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:11,252 ][ utils ] ==> (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:11,429 ][ utils ] ==> (0.173) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/jsi18n/', '2022-06-13T10:52:11.256131'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/4/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/jsi18n/', datetime.datetime(2022, 6, 13, 10, 52, 11, 256131), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/4/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
